row.names,id,user_id,context_id,gesture_id,gesture_confirmation_id,latitude,longitude,title,snippet,country,city,locality,timestamp,date
309,309,102,1,3,3,35.64918,140.0341,?????,"20-06-2015, 11:02 ??",NULL,NULL,NULL,1434809000000,2015-06-20
310,310,102,1,3,3,35.64918,140.0341,?????,"20-06-2015, 11:02 ??",NULL,NULL,NULL,1434809000000,2015-06-20
311,311,102,1,3,3,35.65422,140.0284,?????,"20-06-2015, 11:16 ??",NULL,NULL,NULL,1434810000000,2015-06-20
312,312,118,1,2,2,35.65122,139.6367,????,"20-06-2015, 11:54 ??",NULL,NULL,NULL,1434812000000,2015-06-20
313,313,107,1,2,2,35.80207,139.9814,????,"20-06-2015, 11:54 ??",NULL,NULL,NULL,1434812000000,2015-06-20
314,314,102,1,2,2,35.66439,140.037,????,"21-06-2015, 12:02 ??",NULL,NULL,NULL,1434813000000,2015-06-20
315,315,102,1,2,2,35.66439,140.037,????,"21-06-2015, 12:02 ??",NULL,NULL,NULL,1434813000000,2015-06-20
316,316,102,1,2,2,35.66439,140.037,????,"21-06-2015, 12:02 ??",NULL,NULL,NULL,1434813000000,2015-06-20
317,317,102,1,2,2,35.64019,140.0378,????,"21-06-2015, 12:05 ??",NULL,NULL,NULL,1434813000000,2015-06-20
318,318,102,1,2,2,35.64503,140.0392,????,"21-06-2015, 12:17 ??",NULL,NULL,NULL,1434813000000,2015-06-20
319,319,102,1,1,1,35.64988,140.0378,???,"21-06-2015, 12:43 ??",NULL,NULL,NULL,1434815000000,2015-06-20
320,320,131,1,1,1,37.86272,139.114,???,"21-06-2015, 12:45 ??",NULL,NULL,NULL,1434815000000,2015-06-20
321,321,131,1,1,1,37.86272,139.114,???,"21-06-2015, 12:45 ??",NULL,NULL,NULL,1434815000000,2015-06-20
322,322,139,1,1,1,34.84568,135.6087,???,"21-06-2015, 12:55 ??",NULL,NULL,NULL,1434816000000,2015-06-20
323,323,138,1,1,1,35.99023,139.3563,???,"21-06-2015, 12:57 ??",NULL,NULL,NULL,1434816000000,2015-06-20
324,324,140,1,1,1,36.05451,139.5379,???,"21-06-2015, 6:10 ??",NULL,NULL,NULL,1434835000000,2015-06-20
325,325,141,1,1,1,34.65308,134.5116,???,"21-06-2015, 6:29 ??",NULL,NULL,NULL,1434836000000,2015-06-20
326,326,123,1,2,2,34.38538,132.442,????,"21-06-2015, 6:59 ??",NULL,NULL,NULL,1434838000000,2015-06-20
327,327,145,1,1,1,36.68904,139.7456,???,"21-06-2015, 7:36 ??",NULL,NULL,NULL,1434840000000,2015-06-20
328,328,146,1,2,2,35.71888,139.6696,????,"21-06-2015, 7:41 ??",NULL,NULL,NULL,1434840000000,2015-06-20
329,329,102,1,2,2,35.6555,140.0577,????,"21-06-2015, 8:20 ??",NULL,NULL,NULL,1434842000000,2015-06-20
330,330,137,1,2,2,35.65436,139.796,????,"21-06-2015, 8:22 ??",NULL,NULL,NULL,1434843000000,2015-06-20
331,331,137,1,2,2,35.66409,139.7842,????,"21-06-2015, 8:30 ??",NULL,NULL,NULL,1434843000000,2015-06-20
332,332,102,1,1,1,35.66348,140.0412,???,"21-06-2015, 8:34 ??",NULL,NULL,NULL,1434843000000,2015-06-20
333,333,147,1,1,1,35.90647,136.239,???,"21-06-2015, 8:45 ??",NULL,NULL,NULL,1434844000000,2015-06-20
334,334,102,1,2,2,35.65442,140.0214,????,"21-06-2015, 9:03 ??",NULL,NULL,NULL,1434845000000,2015-06-21
335,335,102,1,2,2,35.65442,140.0214,????,"21-06-2015, 9:03 ??",NULL,NULL,NULL,1434845000000,2015-06-21
336,336,102,1,3,3,35.66868,140.0282,?????,"21-06-2015, 9:04 ??",NULL,NULL,NULL,1434845000000,2015-06-21
337,337,115,1,2,2,35.49839,139.4753,????,"21-06-2015, 9:22 ??",NULL,NULL,NULL,1434846000000,2015-06-21
338,338,105,1,2,1,35.75125,139.8048,Feeling HAPPY,"21-06-2015, 9:35 AM",NULL,NULL,NULL,1434847000000,2015-06-21
339,339,148,1,1,1,43.00995,141.3668,???,"21-06-2015, 9:37 ??",NULL,NULL,NULL,1434847000000,2015-06-21
340,340,123,1,1,1,34.39501,132.4561,???,"21-06-2015, 10:12 ??",NULL,NULL,NULL,1434849000000,2015-06-21
341,341,151,1,1,1,34.63321,135.5125,???,"21-06-2015, 11:12 ??",NULL,NULL,NULL,1434853000000,2015-06-21
342,342,152,1,1,1,35.47272,139.4015,???,"21-06-2015, 11:38 ??",NULL,NULL,NULL,1434854000000,2015-06-21
343,343,126,1,2,2,34.71466,135.5097,????,"21-06-2015, 11:55 ??",NULL,NULL,NULL,1434855000000,2015-06-21
344,344,131,1,1,1,37.78662,139.1125,???,"21-06-2015, 12:03 ??",NULL,NULL,NULL,1434856000000,2015-06-21
345,345,131,1,1,1,37.78662,139.1125,???,"21-06-2015, 12:03 ??",NULL,NULL,NULL,1434856000000,2015-06-21
346,346,125,1,2,2,34.94668,136.915,????,"21-06-2015, 12:24 ??",NULL,NULL,NULL,1434857000000,2015-06-21
347,347,102,1,1,1,35.68512,139.9984,???,"21-06-2015, 1:24 ??",NULL,NULL,NULL,1434861000000,2015-06-21
348,348,115,1,1,1,35.49426,139.5067,???,"21-06-2015, 1:34 ??",NULL,NULL,NULL,1434861000000,2015-06-21
349,349,105,1,3,3,35.72794,139.7121,Feeling SAD,"21-06-2015, 1:38 PM",NULL,NULL,NULL,1434861000000,2015-06-21
350,350,102,1,2,2,35.69777,139.8266,????,"21-06-2015, 1:40 ??",NULL,NULL,NULL,1434862000000,2015-06-21
351,351,102,1,2,2,35.6956,139.7919,????,"21-06-2015, 1:43 ??",NULL,NULL,NULL,1434862000000,2015-06-21
352,352,102,1,2,2,35.6956,139.7919,????,"21-06-2015, 1:43 ??",NULL,NULL,NULL,1434862000000,2015-06-21
353,353,102,1,3,3,35.69814,139.7732,?????,"21-06-2015, 1:50 ??",NULL,NULL,NULL,1434862000000,2015-06-21
354,354,102,1,3,3,35.69814,139.7732,?????,"21-06-2015, 1:50 ??",NULL,NULL,NULL,1434862000000,2015-06-21
355,355,137,1,1,1,35.6691,139.7919,???,"21-06-2015, 2:36 ??",NULL,NULL,NULL,1434865000000,2015-06-21
356,356,137,1,1,1,35.65591,139.7928,???,"21-06-2015, 3:00 ??",NULL,NULL,NULL,1434866000000,2015-06-21
357,357,137,1,3,3,35.658,139.7927,?????,"21-06-2015, 3:29 ??",NULL,NULL,NULL,1434868000000,2015-06-21
358,358,126,1,2,2,34.71108,135.5114,????,"21-06-2015, 4:07 ??",NULL,NULL,NULL,1434870000000,2015-06-21
359,359,113,1,1,1,34.40801,132.751,???,"21-06-2015, 4:14 ??",NULL,NULL,NULL,1434871000000,2015-06-21
360,360,154,1,2,2,36.89595,140.7676,????,"21-06-2015, 4:16 ??",NULL,NULL,NULL,1434871000000,2015-06-21
361,361,136,1,2,2,35.53088,139.6957,????,"21-06-2015, 4:27 ??",NULL,NULL,NULL,1434872000000,2015-06-21
362,362,125,1,2,3,34.96823,136.9058,?????,"21-06-2015, 4:27 ??",NULL,NULL,NULL,1434872000000,2015-06-21
363,363,123,1,1,1,34.38592,132.4421,???,"21-06-2015, 4:32 ??",NULL,NULL,NULL,1434872000000,2015-06-21
364,364,115,1,2,2,35.50374,139.417,????,"21-06-2015, 5:43 ??",NULL,NULL,NULL,1434876000000,2015-06-21
365,365,156,1,3,3,35.70473,139.6114,?????,"21-06-2015, 5:44 ??",NULL,NULL,NULL,1434876000000,2015-06-21
366,366,102,1,2,2,35.68942,139.7003,????,"21-06-2015, 5:54 ??",NULL,NULL,NULL,1434877000000,2015-06-21
367,367,157,1,1,1,34.85906,135.7083,???,"21-06-2015, 6:10 ??",NULL,NULL,NULL,1434878000000,2015-06-21
368,368,131,1,2,2,37.88273,139.0657,????,"21-06-2015, 7:04 ??",NULL,NULL,NULL,1434881000000,2015-06-21
369,369,131,1,2,2,37.88526,139.0716,????,"21-06-2015, 7:05 ??",NULL,NULL,NULL,1434881000000,2015-06-21
370,370,105,1,1,1,35.72932,139.7104,Feeling HAPPY,"21-06-2015, 8:01 PM",NULL,NULL,NULL,1434885000000,2015-06-21
